phone_id,model,url,body_dimensions,body_weight,body_build,sim,display_type,display_size,resolution,protection,status_code,error_message
158,GT2 Pro,https://www.gsmarena.com/realme_gt2_pro-11228.php,163.2 x 74.7 x 8.2 mm (6.43 x 2.94 x 0.32 in),189 / 199 g (6.67 oz),,Nano-SIM + Nano-SIM,"LTPO2 AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 1400 nits (peak)","6.7 inches, 108.0 cm2 (~88.6% screen-to-body ratio)","1440 x 3216 pixels, 20:9 ratio (~526 ppi density)",Corning Gorilla Glass Victus,200,
159,GT2,https://www.gsmarena.com/realme_gt2-11307.php,162.9 x 75.8 x 8.6 mm (6.41 x 2.98 x 0.34 in),194.5 / 199.8 g (6.88 oz),"Glass front (Gorilla Glass 5), plastic frame",Nano-SIM + Nano-SIM,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.62 inches, 105.8 cm2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)",Corning Gorilla Glass 5,200,
160,Q3t,https://www.gsmarena.com/realme_q3t-11208.php,-,-,,Nano-SIM + Nano-SIM,"IPS LCD, 144Hz, 600 nits","6.6 inches, 104.8 cm2","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",,200,
161,GT Neo2T,https://www.gsmarena.com/realme_gt_neo2t-11163.php,158.5 x 73.3 x 8.4 mm (6.24 x 2.89 x 0.33 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"Super AMOLED, 120Hz, 1000 nits (peak)","6.43 inches, 99.8 cm2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,200,
162,Q3s,https://www.gsmarena.com/realme_q3s-11156.php,164.4 x 75.8 x 8.5 mm (6.47 x 2.98 x 0.33 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 144Hz, 600 nits","6.6 inches, 104.3 cm2 (~83.7% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~401 ppi density)",,200,
163,Narzo 50A,https://www.gsmarena.com/realme_narzo_50a-11071.php,164.5 x 75.9 x 9.6 mm (6.48 x 2.99 x 0.38 in),207 g (7.30 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 570 nits (HBM)","6.5 inches, 102.0 cm2 (~81.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
164,Narzo 50i,https://www.gsmarena.com/realme_narzo_50i-11123.php,165.2 x 76.4 x 8.9 mm (6.50 x 3.01 x 0.35 in),195 g (6.88 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.5 inches, 102.0 cm2 (~80.8% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
165,V11s 5G,https://www.gsmarena.com/realme_v11s_5g-11122.php,8.4 mm thickness,189 g (6.67 oz),,Nano-SIM + Nano-SIM,IPS LCD,"6.5 inches, 102.0 cm2","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
166,GT Neo2,https://www.gsmarena.com/realme_gt_neo2-11074.php,162.9 x 75.8 x 9 mm (6.41 x 2.98 x 0.35 in),199.8 g (7.05 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back",Nano-SIM + Nano-SIM,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.62 inches, 105.8 cm2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)",Corning Gorilla Glass 5,200,
167,C25Y,https://www.gsmarena.com/realme_c25y-11109.php,164.5 x 76 x 9.1 mm (6.48 x 2.99 x 0.36 in),200 g (7.05 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"IPS LCD, 420 nits (typ)","6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
168,8s 5G,https://www.gsmarena.com/realme_8s_5g-11078.php,162.5 x 74.8 x 8.8 mm (6.40 x 2.94 x 0.35 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 600 nits (peak)","6.5 inches, 102.0 cm2 (~83.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",,200,
169,8i,https://www.gsmarena.com/realme_8i-11069.php,164.1 x 75.5 x 8.5 mm (6.46 x 2.97 x 0.33 in),194 g (6.84 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 600 nits (peak)","6.6 inches, 104.8 cm2 (~84.6% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",,200,
170,GT Explorer Master,https://www.gsmarena.com/realme_gt_explorer_master-11023.php,159.9 mm x 72.5 mm x 8.0/8.8 mm (depending on color),183.5/185 g (depending on color) (6.49 oz),"Glass front (Gorilla Glass 5), plastic back, aluminum frame",Nano-SIM + Nano-SIM,"Super AMOLED, 120Hz, HDR10+, 1100 nits (peak)","6.55 inches, 103.6 cm2 (~89.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",Corning Gorilla Glass 5,200,
171,GT Master,https://www.gsmarena.com/realme_gt_master-11001.php,159.2 mm x 73.5 mm x 8.0/8.7 mm (depending on color),174/180 g (depending on color) (6.14 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"Super AMOLED, 120Hz, 1000 nits (peak)","6.43 inches, 99.8 cm2 (~85.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,200,
172,C21Y,https://www.gsmarena.com/realme_c21y-10999.php,164.5 x 76 x 9.1 mm (6.48 x 2.99 x 0.36 in),200 g (7.05 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
173,C11 (2021),https://www.gsmarena.com/realme_c11_(2021)-10890.php,165.2 x 76.4 x 8.9 mm (6.50 x 3.01 x 0.35 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.52 inches, 102.6 cm2 (~81.3% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,200,
174,C25s,https://www.gsmarena.com/realme_c25s-10936.php,164.5 x 75.9 x 9.6 mm (6.48 x 2.99 x 0.38 in),209 g (7.37 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"IPS LCD, 480 nits (typ), 570 nits (peak)","6.5 inches, 102.0 cm2 (~81.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
175,X7 Max 5G,https://www.gsmarena.com/realme_x7_max_5g-10883.php,158.5 x 73.3 x 8.4 mm (6.24 x 2.89 x 0.33 in),179 g (6.31 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"Super AMOLED, 120Hz, 1000 nits (peak)","6.43 inches, 99.8 cm2 (~85.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Dragontrail Glass,200,
176,Narzo 30 5G,https://www.gsmarena.com/realme_narzo_30_5g-10928.php,162.5 x 74.8 x 8.5 mm (6.40 x 2.94 x 0.33 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 480 nits (typ), 600 nits (peak)","6.5 inches, 102.0 cm2 (~83.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",,200,
177,Q3 Pro Carnival,https://www.gsmarena.com/realme_q3_pro_carnival-10923.php,,,,,,,,,200,
