ID,Modelo,URL,Ratio,Area_cm2,Resolução,Tamanho,PPI,Status,Extraído_em
327,"Redmi Note 10",https://www.gsmarena.com/xiaomi_redmi_note_10-10247.php,20:9,99.82,1080x2400,6.43",N/A,SUCCESS,2025-12-15 23:43:12
328,"Redmi Note 10 5G",https://www.gsmarena.com/xiaomi_redmi_note_10_5g-10768.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 23:44:13
329,"Redmi Note 10 Lite",https://www.gsmarena.com/xiaomi_redmi_note_10_lite-11137.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:45:15
330,"Redmi Note 10 Pro",https://www.gsmarena.com/xiaomi_redmi_note_10_pro-10662.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:46:16
331,"Redmi Note 10 Pro (China)",https://www.gsmarena.com/xiaomi_redmi_note_10_pro_(china)-10930.php,20:9,105.17,1080x2400,6.6",N/A,SUCCESS,2025-12-15 23:47:17
332,"Redmi Note 10 Pro (India)",https://www.gsmarena.com/xiaomi_redmi_note_10_pro_(india)-10771.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:48:18
333,"Redmi Note 10 Pro Max",https://www.gsmarena.com/xiaomi_redmi_note_10_pro_max-10770.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:49:19
334,"Redmi Note 10S",https://www.gsmarena.com/xiaomi_redmi_note_10s-10769.php,20:9,99.82,1080x2400,6.43",N/A,SUCCESS,2025-12-15 23:50:20
335,"Redmi Note 10T 5G",https://www.gsmarena.com/xiaomi_redmi_note_10t_5g-11008.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 23:51:22
336,"Redmi Note 11",https://www.gsmarena.com/xiaomi_redmi_note_11-11336.php,20:9,99.82,1080x2400,6.43",N/A,SUCCESS,2025-12-15 23:52:23
337,"Redmi Note 11 (China)",https://www.gsmarena.com/xiaomi_redmi_note_11_(china)-11181.php,20:9,105.17,1080x2400,6.6",N/A,SUCCESS,2025-12-15 23:53:24
338,"Redmi Note 11 4G",https://www.gsmarena.com/xiaomi_redmi_note_11_4g-11241.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 23:54:25
339,"Redmi Note 11 Pro+ 5G",https://www.gsmarena.com/xiaomi_redmi_note_11_pro+_5g-11180.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:55:26
340,"Redmi Note 11 Pro+ 5G (India)",https://www.gsmarena.com/xiaomi_redmi_note_11_pro+_5g_(india)-11412.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:56:27
341,"Redmi Note 11 Pro",https://www.gsmarena.com/xiaomi_redmi_note_11_pro-11334.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:57:29
342,"Redmi Note 11 Pro (China)",https://www.gsmarena.com/xiaomi_redmi_note_11_pro_(china)-11159.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:58:30
343,"Redmi Note 11 Pro 5G",https://www.gsmarena.com/xiaomi_redmi_note_11_pro_5g-11333.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:59:31
344,"Redmi Note 11 SE (India)",https://www.gsmarena.com/xiaomi_redmi_note_11_se_(india)-11819.php,20:9,99.82,1080x2400,6.43",N/A,SUCCESS,2025-12-16 00:00:32
345,"Redmi Note 11E",https://www.gsmarena.com/xiaomi_redmi_note_11e-11396.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-16 00:01:33
346,"Redmi Note 11E Pro",https://www.gsmarena.com/xiaomi_redmi_note_11e_pro-11395.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:02:34
347,"Redmi Note 11R",https://www.gsmarena.com/xiaomi_redmi_note_11r-11904.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-16 00:03:36
348,"Redmi Note 11S",https://www.gsmarena.com/xiaomi_redmi_note_11s-11335.php,20:9,99.82,1080x2400,6.43",N/A,SUCCESS,2025-12-16 00:04:38
349,"Redmi Note 11S 5G",https://www.gsmarena.com/xiaomi_redmi_note_11s_5g-11419.php,20:9,105.17,1080x2400,6.6",N/A,SUCCESS,2025-12-16 00:05:39
350,"Redmi Note 11SE",https://www.gsmarena.com/xiaomi_redmi_note_11se-11551.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-16 00:06:40
351,"Redmi Note 11T 5G",https://www.gsmarena.com/xiaomi_redmi_note_11t_5g-11217.php,20:9,105.17,1080x2400,6.6",N/A,SUCCESS,2025-12-16 00:07:41
352,"Redmi Note 11T Pro+",https://www.gsmarena.com/xiaomi_redmi_note_11t_pro+-11549.php,N/A,N/A,1080x2460,6.6",N/A,FAILED,2025-12-16 00:08:42
353,"Redmi Note 11T Pro",https://www.gsmarena.com/xiaomi_redmi_note_11t_pro-11550.php,N/A,N/A,1080x2460,6.6",N/A,FAILED,2025-12-16 00:09:48
354,"Redmi Note 12",https://www.gsmarena.com/xiaomi_redmi_note_12-12063.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:10:50
355,"Redmi Note 12 (China)",https://www.gsmarena.com/xiaomi_redmi_note_12_(china)-11956.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:11:51
356,"Redmi Note 12 4G",https://www.gsmarena.com/xiaomi_redmi_note_12_4g-12188.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:12:52
357,"Redmi Note 12 Discovery",https://www.gsmarena.com/xiaomi_redmi_note_12_discovery-11953.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:13:53
358,"Redmi Note 12 Pro+",https://www.gsmarena.com/xiaomi_redmi_note_12_pro+-11954.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:14:54
359,"Redmi Note 12 Pro",https://www.gsmarena.com/xiaomi_redmi_note_12_pro-11955.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:15:55
360,"Redmi Note 12 Pro 4G",https://www.gsmarena.com/xiaomi_redmi_note_12_pro_4g-12209.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:16:57
361,"Redmi Note 12 Pro Speed",https://www.gsmarena.com/xiaomi_redmi_note_12_pro_speed-12045.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:17:58
362,"Redmi Note 12 Turbo",https://www.gsmarena.com/xiaomi_redmi_note_12_turbo-12181.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:18:59
363,"Redmi Note 12R",https://www.gsmarena.com/xiaomi_redmi_note_12r-12392.php,N/A,N/A,1080x2460,6.79",N/A,FAILED,2025-12-16 00:20:00
364,"Redmi Note 12R Pro",https://www.gsmarena.com/xiaomi_redmi_note_12r_pro-12245.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:21:01
365,"Redmi Note 12S",https://www.gsmarena.com/xiaomi_redmi_note_12s-12218.php,20:9,99.82,1080x2400,6.43",N/A,SUCCESS,2025-12-16 00:22:02
366,"Redmi Note 12T Pro",https://www.gsmarena.com/xiaomi_redmi_note_12t_pro-12298.php,N/A,N/A,1080x2460,6.6",N/A,FAILED,2025-12-16 00:23:04
367,"Redmi Note 13",https://www.gsmarena.com/xiaomi_redmi_note_13-12776.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:24:05
368,"Redmi Note 13 (China)",https://www.gsmarena.com/xiaomi_redmi_note_13_(china)-12582.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:25:06
369,"Redmi Note 13 4G",https://www.gsmarena.com/xiaomi_redmi_note_13_4g-12750.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:26:07
370,"Redmi Note 13 Pro+",https://www.gsmarena.com/xiaomi_redmi_note_13_pro+-12572.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-16 00:27:08
371,"Redmi Note 13 Pro",https://www.gsmarena.com/xiaomi_redmi_note_13_pro-12581.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-16 00:28:09
372,"Redmi Note 13 Pro 4G",https://www.gsmarena.com/xiaomi_redmi_note_13_pro_4g-12749.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:29:11
373,"Redmi Note 13R",https://www.gsmarena.com/xiaomi_redmi_note_13r-13011.php,N/A,N/A,1080x2460,6.79",N/A,FAILED,2025-12-16 00:30:12
374,"Redmi Note 13R Pro",https://www.gsmarena.com/xiaomi_redmi_note_13r_pro-12697.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:31:13
375,"Redmi Note 14 5G (India)",https://www.gsmarena.com/xiaomi_redmi_note_14-13559.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:32:14
376,"Redmi Note 14 5G (China)",https://www.gsmarena.com/xiaomi_redmi_note_14_(china)-13366.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:33:15
377,"Redmi Note 14 4G",https://www.gsmarena.com/xiaomi_redmi_note_14_4g_(global)-13616.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:34:16
378,"Redmi Note 14 5G",https://www.gsmarena.com/xiaomi_redmi_note_14_5g_(global)-13615.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:35:18
379,"Redmi Note 14 Pro+ 5G (India)",https://www.gsmarena.com/xiaomi_redmi_note_14_pro+-13364.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-16 00:36:19
380,"Redmi Note 14 Pro+ 5G",https://www.gsmarena.com/xiaomi_redmi_note_14_pro+_5g_(global)-13612.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-16 00:37:20
381,"Redmi Note 14 Pro 5G (India)",https://www.gsmarena.com/xiaomi_redmi_note_14_pro-13355.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-16 00:38:21
382,"Redmi Note 14 Pro 4G",https://www.gsmarena.com/xiaomi_redmi_note_14_pro_4g_(global)-13614.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:39:22
383,"Redmi Note 14 Pro 5G",https://www.gsmarena.com/xiaomi_redmi_note_14_pro_5g_(global)-13613.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-16 00:40:23
384,"Redmi Note 14S",https://www.gsmarena.com/xiaomi_redmi_note_14s-13730.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 00:41:25
385,"Redmi Note 15 (China)",https://www.gsmarena.com/xiaomi_redmi_note_15_5g_(china)-14092.php,N/A,N/A,1080x2392,6.77",N/A,FAILED,2025-12-16 00:42:26
386,"Redmi Note 15 Pro+ (China)",https://www.gsmarena.com/xiaomi_redmi_note_15_pro+_5g_(china)-14091.php,N/A,N/A,1220x2772,6.83",N/A,FAILED,2025-12-16 00:43:27
387,"Redmi Note 15 Pro (China)",https://www.gsmarena.com/xiaomi_redmi_note_15_pro_5g_(china)-14090.php,N/A,N/A,1220x2772,6.83",N/A,FAILED,2025-12-16 00:44:28
388,"Redmi Note 2",https://www.gsmarena.com/xiaomi_redmi_note_2-6992.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-16 00:45:29
389,"Redmi Note 3",https://www.gsmarena.com/xiaomi_redmi_note_3-7863.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-16 00:46:30
390,"Redmi Note 3 (MediaTek)",https://www.gsmarena.com/xiaomi_redmi_note_3_(mediatek)-7769.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-16 00:47:31
391,"Redmi Note 4",https://www.gsmarena.com/xiaomi_redmi_note_4-8531.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-16 00:48:33
392,"Redmi Note 4 (MediaTek)",https://www.gsmarena.com/xiaomi_redmi_note_4_(mediatek)-8291.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-16 00:49:34
393,"Redmi Note 4G",https://www.gsmarena.com/xiaomi_redmi_note_4g-6561.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-16 00:50:35
394,"Redmi Note 4X",https://www.gsmarena.com/xiaomi_redmi_note_4x-8580.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-16 00:51:36
395,"Redmi Note 5 AI Dual Camera",https://www.gsmarena.com/xiaomi_redmi_note_5_ai_dual_camera-9120.php,18:9,92.59,1080x2160,5.99",N/A,SUCCESS,2025-12-16 00:52:37
396,"Redmi Note 5 Pro",https://www.gsmarena.com/xiaomi_redmi_note_5_pro-8893.php,18:9,92.59,1080x2160,5.99",N/A,SUCCESS,2025-12-16 00:53:38
397,"Redmi Note 6 Pro",https://www.gsmarena.com/xiaomi_redmi_note_6_pro-9333.php,19:9,97.81,1080x2280,6.26",N/A,SUCCESS,2025-12-16 00:54:40
398,"Redmi Note 7",https://www.gsmarena.com/xiaomi_redmi_note_7-9513.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-16 00:55:41
399,"Redmi Note 7 Pro",https://www.gsmarena.com/xiaomi_redmi_note_7_pro-9521.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-16 00:56:42
400,"Redmi Note 7S",https://www.gsmarena.com/xiaomi_redmi_note_7s-9707.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-16 00:57:43
401,"Redmi Note 8",https://www.gsmarena.com/xiaomi_redmi_note_8-9814.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-16 00:58:44
402,"Redmi Note 8 2021",https://www.gsmarena.com/xiaomi_redmi_note_8_2021-10919.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-16 00:59:45
403,"Redmi Note 8 Pro",https://www.gsmarena.com/xiaomi_redmi_note_8_pro-9812.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-16 01:00:47
404,"Redmi Note 8T",https://www.gsmarena.com/xiaomi_redmi_note_8t-9946.php,19.5:9,97.43,1080x2340,6.3",N/A,SUCCESS,2025-12-16 01:01:48
405,"Redmi Note 9",https://www.gsmarena.com/xiaomi_redmi_note_9-10192.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-16 01:02:49
406,"Redmi Note 9 4G",https://www.gsmarena.com/xiaomi_redmi_note_9_4g-10609.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-16 01:03:50
407,"Redmi Note 9 5G",https://www.gsmarena.com/xiaomi_redmi_note_9_5g-10581.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-16 01:04:51
408,"Redmi Note 9 Pro",https://www.gsmarena.com/xiaomi_redmi_note_9_pro-10217.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 01:05:52
409,"Redmi Note 9 Pro (India)",https://www.gsmarena.com/xiaomi_redmi_note_9_pro_(india)-10120.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 01:06:54
410,"Redmi Note 9 Pro 5G",https://www.gsmarena.com/xiaomi_redmi_note_9_pro_5g-10582.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 01:07:55
411,"Redmi Note 9 Pro Max",https://www.gsmarena.com/xiaomi_redmi_note_9_pro_max-10126.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 01:08:56
412,"Redmi Note 9S",https://www.gsmarena.com/xiaomi_redmi_note_9s-10147.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-16 01:09:57
413,"Redmi Note 9T",https://www.gsmarena.com/xiaomi_redmi_note_9t-10661.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-16 01:10:58
414,"Redmi Note Prime",https://www.gsmarena.com/xiaomi_redmi_note_prime-7822.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-16 01:11:59
415,"Redmi Pro",https://www.gsmarena.com/xiaomi_redmi_pro-8233.php,16:9,83.39,1080x1920,5.5",N/A,SUCCESS,2025-12-16 01:13:01
416,"Redmi Pro 2",https://www.gsmarena.com/xiaomi_redmi_pro_2-8558.php,19.5:9,100.23,1080x2340,6.39",N/A,SUCCESS,2025-12-16 01:14:02
417,"Redmi S2 (Redmi Y2)",https://www.gsmarena.com/xiaomi_redmi_s2_(redmi_y2)-9185.php,18:9,92.59,720x1440,5.99",N/A,SUCCESS,2025-12-16 01:15:03
418,"Redmi Turbo 3",https://www.gsmarena.com/xiaomi_redmi_turbo_3-12920.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-16 01:16:04
419,"Redmi Turbo 4",https://www.gsmarena.com/xiaomi_redmi_turbo_4-13598.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-16 01:17:05
420,"Redmi Turbo 4 Pro",https://www.gsmarena.com/xiaomi_redmi_turbo_4_pro-13617.php,19.5:9,114.51,1280x2772,6.83",N/A,SUCCESS,2025-12-16 01:18:06
421,"Redmi Y1 (Note 5A)",https://www.gsmarena.com/xiaomi_redmi_y1_(note_5a)-8753.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-16 01:19:07
422,"Redmi Y1 Lite",https://www.gsmarena.com/xiaomi_redmi_y1_lite-8818.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-16 01:20:09
423,"Redmi Y3",https://www.gsmarena.com/xiaomi_redmi_y3-9674.php,19:9,97.81,720x1520,6.26",N/A,SUCCESS,2025-12-16 01:21:10
