id,model,url,status
187,Galaxy M11,https://www.gsmarena.com/samsung_galaxy_m11-10124.php,pending
188,Galaxy M12,https://www.gsmarena.com/samsung_galaxy_m12-10860.php,pending
189,Galaxy M12 (India),https://www.gsmarena.com/samsung_galaxy_m12_(india)-10578.php,pending
190,Galaxy M13,https://www.gsmarena.com/samsung_galaxy_m13-11564.php,pending
191,Galaxy M13 (India),https://www.gsmarena.com/samsung_galaxy_m13_(india)-11654.php,pending
192,Galaxy M13 5G,https://www.gsmarena.com/samsung_galaxy_m13_5g-11633.php,pending
193,Galaxy M14,https://www.gsmarena.com/samsung_galaxy_m14-12160.php,pending
194,Galaxy M14 4G,https://www.gsmarena.com/samsung_galaxy_m14_4g-12862.php,pending
195,Galaxy M15,https://www.gsmarena.com/samsung_galaxy_m15-12833.php,pending
196,Galaxy M16,https://www.gsmarena.com/samsung_galaxy_m16-13680.php,pending
197,Galaxy M17,https://www.gsmarena.com/samsung_galaxy_m17_5g-14221.php,pending
198,Galaxy M20,https://www.gsmarena.com/samsung_galaxy_m20-9506.php,pending
199,Galaxy M21,https://www.gsmarena.com/samsung_galaxy_m21-10111.php,pending
200,Galaxy M21 2021,https://www.gsmarena.com/samsung_galaxy_m21_2021-11015.php,pending
201,Galaxy M21s,https://www.gsmarena.com/samsung_galaxy_m21s-10580.php,pending
202,Galaxy M22,https://www.gsmarena.com/samsung_galaxy_m22-11011.php,pending
203,Galaxy M23,https://www.gsmarena.com/samsung_galaxy_m23-11403.php,pending
204,Galaxy M30,https://www.gsmarena.com/samsung_galaxy_m30-9505.php,pending
205,Galaxy M30s,https://www.gsmarena.com/samsung_galaxy_m30s-9818.php,pending
206,Galaxy M31,https://www.gsmarena.com/samsung_galaxy_m31-10079.php,pending
207,Galaxy M31 Prime,https://www.gsmarena.com/samsung_galaxy_m31_prime-10496.php,pending
208,Galaxy M31s,https://www.gsmarena.com/samsung_galaxy_m31s-10333.php,pending
209,Galaxy M32,https://www.gsmarena.com/samsung_galaxy_m32-10887.php,pending
210,Galaxy M32 5G,https://www.gsmarena.com/samsung_galaxy_m32_5g-11062.php,pending
211,Galaxy M33,https://www.gsmarena.com/samsung_galaxy_m33-11404.php,pending
212,Galaxy M34 5G,https://www.gsmarena.com/samsung_galaxy_m34_5g-11290.php,pending
213,Galaxy M35,https://www.gsmarena.com/samsung_galaxy_m35-13006.php,pending
214,Galaxy M36,https://www.gsmarena.com/samsung_galaxy_m36_5g-13967.php,pending
215,Galaxy M40,https://www.gsmarena.com/samsung_galaxy_m40-9721.php,pending
216,Galaxy M42 5G,https://www.gsmarena.com/samsung_galaxy_m42_5g-10848.php,pending
217,Galaxy M51,https://www.gsmarena.com/samsung_galaxy_m51-10148.php,pending
218,Galaxy M52 5G,https://www.gsmarena.com/samsung_galaxy_m52_5g-11110.php,pending
219,Galaxy M53,https://www.gsmarena.com/samsung_galaxy_m53-11439.php,pending
220,Galaxy M54,https://www.gsmarena.com/samsung_galaxy_m54-12189.php,pending
221,Galaxy M55,https://www.gsmarena.com/samsung_galaxy_m55-12896.php,pending
222,Galaxy M55s,https://www.gsmarena.com/samsung_galaxy_m55s-13354.php,pending
223,Galaxy M56,https://www.gsmarena.com/samsung_galaxy_m56_5g-13801.php,pending
224,Galaxy M62,https://www.gsmarena.com/samsung_galaxy_m62-10749.php,pending
225,Galaxy S10+,https://www.gsmarena.com/samsung_galaxy_s10+-9535.php,pending
226,Galaxy S10,https://www.gsmarena.com/samsung_galaxy_s10-9536.php,pending
227,Galaxy S10 5G,https://www.gsmarena.com/samsung_galaxy_s10_5g-9588.php,pending
228,Galaxy S10 Lite,https://www.gsmarena.com/samsung_galaxy_s10_lite-9917.php,pending
229,Galaxy S10e,https://www.gsmarena.com/samsung_galaxy_s10e-9537.php,pending
