id,model,url,status
149,Narzo 50A Prime,https://www.gsmarena.com/realme_narzo_50a_prime-11435.php,pending
150,9 5G (India),https://www.gsmarena.com/realme_9_5g_(india)-11415.php,pending
151,9 5G Speed,https://www.gsmarena.com/realme_9_5g_speed-11414.php,pending
152,V25,https://www.gsmarena.com/realme_v25-11400.php,pending
153,Narzo 50,https://www.gsmarena.com/realme_narzo_50-11377.php,pending
154,9 Pro+,https://www.gsmarena.com/realme_9_pro+-11327.php,pending
155,9 Pro,https://www.gsmarena.com/realme_9_pro-11317.php,pending
156,C35,https://www.gsmarena.com/realme_c35-11353.php,pending
157,9i,https://www.gsmarena.com/realme_9i-11259.php,pending
158,GT2 Pro,https://www.gsmarena.com/realme_gt2_pro-11228.php,pending
159,GT2,https://www.gsmarena.com/realme_gt2-11307.php,pending
160,Q3t,https://www.gsmarena.com/realme_q3t-11208.php,pending
161,GT Neo2T,https://www.gsmarena.com/realme_gt_neo2t-11163.php,pending
162,Q3s,https://www.gsmarena.com/realme_q3s-11156.php,pending
163,Narzo 50A,https://www.gsmarena.com/realme_narzo_50a-11071.php,pending
164,Narzo 50i,https://www.gsmarena.com/realme_narzo_50i-11123.php,pending
165,V11s 5G,https://www.gsmarena.com/realme_v11s_5g-11122.php,pending
166,GT Neo2,https://www.gsmarena.com/realme_gt_neo2-11074.php,pending
167,C25Y,https://www.gsmarena.com/realme_c25y-11109.php,pending
168,8s 5G,https://www.gsmarena.com/realme_8s_5g-11078.php,pending
169,8i,https://www.gsmarena.com/realme_8i-11069.php,pending
170,GT Explorer Master,https://www.gsmarena.com/realme_gt_explorer_master-11023.php,pending
171,GT Master,https://www.gsmarena.com/realme_gt_master-11001.php,pending
172,C21Y,https://www.gsmarena.com/realme_c21y-10999.php,pending
173,C11 (2021),https://www.gsmarena.com/realme_c11_(2021)-10890.php,pending
174,C25s,https://www.gsmarena.com/realme_c25s-10936.php,pending
175,X7 Max 5G,https://www.gsmarena.com/realme_x7_max_5g-10883.php,pending
176,Narzo 30 5G,https://www.gsmarena.com/realme_narzo_30_5g-10928.php,pending
177,Q3 Pro Carnival,https://www.gsmarena.com/realme_q3_pro_carnival-10923.php,pending
178,GT Neo Flash,https://www.gsmarena.com/realme_gt_neo_flash-10921.php,pending
179,Narzo 30,https://www.gsmarena.com/realme_narzo_30-10911.php,pending
180,C20A,https://www.gsmarena.com/realme_c20a-10901.php,pending
181,Q3 Pro 5G,https://www.gsmarena.com/realme_q3_pro_5g-10871.php,pending
182,Q3 5G,https://www.gsmarena.com/realme_q3_5g-10870.php,pending
183,Q3i 5G,https://www.gsmarena.com/realme_q3i_5g-10872.php,pending
184,8 5G,https://www.gsmarena.com/realme_8_5g-10846.php,pending
185,X7 Pro Ultra,https://www.gsmarena.com/realme_x7_pro_ultra-10826.php,pending
186,GT Neo,https://www.gsmarena.com/realme_gt_neo-10812.php,pending
187,V13 5G,https://www.gsmarena.com/realme_v13_5g-10822.php,pending
188,8 Pro,https://www.gsmarena.com/realme_8_pro-10809.php,pending
189,8,https://www.gsmarena.com/realme_8-10810.php,pending
190,C25,https://www.gsmarena.com/realme_c25-10793.php,pending
191,C21,https://www.gsmarena.com/realme_c21-10759.php,pending
192,GT 5G,https://www.gsmarena.com/realme_gt_5g-10689.php,pending
193,Narzo 30 Pro 5G,https://www.gsmarena.com/realme_narzo_30_pro_5g-10736.php,pending
194,Narzo 30A,https://www.gsmarena.com/realme_narzo_30a-10748.php,pending
195,V11 5G,https://www.gsmarena.com/realme_v11_5g-10722.php,pending
196,C20,https://www.gsmarena.com/realme_c20-10690.php,pending
197,X7 (India),https://www.gsmarena.com/realme_x7_(india)-10717.php,pending
198,V15 5G,https://www.gsmarena.com/realme_v15_5g-10664.php,pending
199,7i (Global),https://www.gsmarena.com/realme_7i_(global)-10650.php,pending
200,7 5G,https://www.gsmarena.com/realme_7_5g-10590.php,pending
201,C15 Qualcomm Edition,https://www.gsmarena.com/realme_c15_qualcomm_edition-10560.php,pending
202,Q2 Pro,https://www.gsmarena.com/realme_q2_pro-10505.php,pending
203,Q2,https://www.gsmarena.com/realme_q2-10506.php,pending
204,Q2i,https://www.gsmarena.com/realme_q2i-10507.php,pending
205,7,https://www.gsmarena.com/realme_7-10495.php,pending
206,Narzo 20 Pro,https://www.gsmarena.com/realme_narzo_20_pro-10455.php,pending
207,Narzo 20,https://www.gsmarena.com/realme_narzo_20-10456.php,pending
208,Narzo 20A,https://www.gsmarena.com/realme_narzo_20a-10457.php,pending
209,C17,https://www.gsmarena.com/realme_c17-10439.php,pending
210,7i,https://www.gsmarena.com/realme_7i-10430.php,pending
211,7 Pro,https://www.gsmarena.com/realme_7_pro-10400.php,pending
212,7 (Asia),https://www.gsmarena.com/realme_7_(asia)-10416.php,pending
213,X7 Pro,https://www.gsmarena.com/realme_x7_pro-10380.php,pending
214,X7,https://www.gsmarena.com/realme_x7-10408.php,pending
215,V3,https://www.gsmarena.com/realme_v3-10409.php,pending
216,C12,https://www.gsmarena.com/realme_c12-10369.php,pending
217,V5 5G,https://www.gsmarena.com/realme_v5_5g-10352.php,pending
218,C15,https://www.gsmarena.com/realme_c15-10326.php,pending
219,6i (India),https://www.gsmarena.com/realme_6i_(india)-10331.php,pending
220,X50 5G,https://www.gsmarena.com/realme_x50_5g-10319.php,pending
221,C11,https://www.gsmarena.com/realme_c11-10308.php,pending
222,X3,https://www.gsmarena.com/realme_x3-10198.php,pending
223,C3i,https://www.gsmarena.com/realme_c3i-10310.php,pending
224,Narzo,https://www.gsmarena.com/realme_narzo-10309.php,pending
225,X3 SuperZoom,https://www.gsmarena.com/realme_x3_superzoom-10250.php,pending
226,6S,https://www.gsmarena.com/realme_6s-10268.php,pending
227,X50 Pro Player,https://www.gsmarena.com/realme_x50_pro_player-10248.php,pending
228,Narzo 10,https://www.gsmarena.com/realme_narzo_10-10145.php,pending
229,Narzo 10A,https://www.gsmarena.com/realme_narzo_10a-10234.php,pending
230,X50m 5G,https://www.gsmarena.com/realme_x50m_5g-10197.php,pending
231,6i,https://www.gsmarena.com/realme_6i-10130.php,pending
232,6 Pro,https://www.gsmarena.com/realme_6_pro-10114.php,pending
233,6,https://www.gsmarena.com/realme_6-10113.php,pending
234,X50 Pro 5G,https://www.gsmarena.com/realme_x50_pro_5g-10097.php,pending
235,C3 (3 cameras),https://www.gsmarena.com/realme_c3_(3_cameras)-10089.php,pending
236,C3,https://www.gsmarena.com/realme_c3-10056.php,pending
237,X50 5G (China),https://www.gsmarena.com/realme_x50_5g_(china)-9990.php,pending
238,5i,https://www.gsmarena.com/realme_5i-10010.php,pending
239,5s,https://www.gsmarena.com/realme_5s-9969.php,pending
240,C2s,https://www.gsmarena.com/realme_c2s-10015.php,pending
241,C2 2020,https://www.gsmarena.com/realme_c2_2020-9957.php,pending
242,X2 Pro,https://www.gsmarena.com/realme_x2_pro-9904.php,pending
243,X2,https://www.gsmarena.com/realme_x2-9879.php,pending
244,XT,https://www.gsmarena.com/realme_xt-9813.php,pending
245,Q,https://www.gsmarena.com/realme_q-9838.php,pending
246,5 Pro,https://www.gsmarena.com/realme_5_pro-9801.php,pending
247,5,https://www.gsmarena.com/realme_5-9802.php,pending
248,3i,https://www.gsmarena.com/realme_3i-9768.php,pending
249,X,https://www.gsmarena.com/realme_x-9700.php,pending
250,3 Pro,https://www.gsmarena.com/realme_3_pro-9669.php,pending
251,C2,https://www.gsmarena.com/realme_c2-9670.php,pending
252,3,https://www.gsmarena.com/realme_3-9558.php,pending
253,C1 (2019),https://www.gsmarena.com/realme_c1_(2019)-9539.php,pending
254,U1,https://www.gsmarena.com/realme_u1-9413.php,pending
255,2 Pro,https://www.gsmarena.com/realme_2_pro-9345.php,pending
256,C1,https://www.gsmarena.com/realme_c1-9346.php,pending
257,2,https://www.gsmarena.com/realme_2-9299.php,pending
258,1,https://www.gsmarena.com/realme_1-9200.php,pending
259,V21,https://www.gsmarena.com/realme_v21-11409.php,pending
260,X9 Pro,https://www.gsmarena.com/realme_x9_pro-10964.php,pending
261,X9,https://www.gsmarena.com/realme_x9-10688.php,pending
262,XT 730G,https://www.gsmarena.com/realme_xt_730g-9863.php,pending
